"POSTE_ID","date","average_values"
2013,2020-04-30,12
2013,2020-05-01,13.5
2013,2020-05-02,28.5
2013,2020-05-03,82.5
2013,2020-05-04,22.5
2013,2020-05-05,39.5
2013,2020-05-06,41
2013,2020-05-07,49.5
2013,2020-05-08,73.5
2013,2020-05-09,34.5
2013,2020-05-10,40.5
2013,2020-05-11,15
2013,2020-05-12,29.5
2013,2020-05-13,31.5
2013,2020-05-14,24
2013,2020-05-15,40.5
2013,2020-05-16,60.5
2013,2020-05-17,75
2013,2020-05-18,35.5
2013,2020-05-19,38.5
2013,2020-05-20,37.5
2013,2020-05-21,88
2013,2020-05-22,36
2013,2020-05-23,8.5
2013,2020-05-24,70
2013,2020-05-25,25
2013,2020-05-26,34.5
2013,2020-05-27,49
2013,2020-05-28,39.5
2013,2020-05-29,31.5
2013,2020-05-30,58.5
2013,2020-05-31,65.5
2013,2020-06-01,80
2013,2020-06-02,46
2013,2020-06-03,30
2013,2020-06-04,15
2013,2020-06-05,5.5
2013,2020-06-06,28.5
2013,2020-06-07,48.5
2013,2020-06-08,27
2013,2020-06-09,20
2013,2020-06-10,31.5
2013,2020-06-11,31.5
2013,2020-06-12,26
2013,2020-06-13,47
2013,2020-06-14,65
2013,2020-06-15,41.5
2013,2020-06-16,23.5
2013,2020-06-17,10
2013,2020-06-18,38.5
2013,2020-06-19,31.5
2013,2020-06-20,40
2013,2020-06-21,58.5
2013,2020-06-22,32
2013,2020-06-23,62.5
2013,2020-06-24,35.5
2013,2020-06-25,46
2013,2020-06-26,27
2013,2020-06-27,22.5
2013,2020-06-28,43.5
2013,2020-06-29,21
2013,2020-06-30,34
2013,2020-07-01,44
2013,2020-07-02,24
2013,2020-07-03,34
2013,2020-07-04,27
2013,2020-07-05,26.5
2013,2020-07-06,30.5
2013,2020-07-07,62.5
2013,2020-07-08,37.5
2013,2020-07-09,31.5
2013,2020-07-10,17
2013,2020-07-11,63.5
2013,2020-07-12,64.5
2013,2020-07-13,36.5
2013,2020-07-14,32
2013,2020-07-15,35.5
2013,2020-07-16,14.5
2013,2020-07-17,39.5
2013,2020-07-18,83
2013,2020-07-19,51
2013,2020-07-20,26
2013,2020-07-21,41
2013,2020-07-22,40
2013,2020-07-23,24
2013,2020-07-24,31.5
2013,2020-07-25,47.5
2013,2020-07-26,46
2013,2020-07-27,38
2013,2020-07-28,29
2013,2020-07-29,33
2013,2020-07-30,45.5
2013,2020-07-31,31.5
2013,2020-08-01,24.5
2013,2020-08-02,50.5
2013,2020-08-03,27
2013,2020-08-04,39.5
2013,2020-08-05,42
2013,2020-08-06,35.5
2013,2020-08-07,28
2013,2020-08-08,39.5
2013,2020-08-09,27
2013,2020-08-10,35.5
2013,2020-08-11,32.5
2013,2020-08-12,27
2013,2020-08-13,24.5
2013,2020-08-14,20
2013,2020-08-15,36
2013,2020-08-16,45.5
2013,2020-08-17,29.5
2013,2020-08-18,28
2013,2020-08-19,32
2013,2020-08-20,33.5
2013,2020-08-21,15.5
2013,2020-08-22,16
2013,2020-08-23,23
2013,2020-08-24,8.5
2013,2020-08-25,5.5
2013,2020-08-26,8
2013,2020-08-27,9
2013,2020-08-28,23.5
2013,2020-08-29,11
2013,2020-08-30,19.5
2013,2020-08-31,37
2013,2020-09-01,15.5
2013,2020-09-02,6
2013,2020-09-03,8
2013,2020-09-04,9.5
2013,2020-09-05,9
2013,2020-09-06,14
2013,2020-09-07,14
2013,2020-09-08,16.5
2013,2020-09-09,9
2013,2020-09-10,20
2013,2020-09-11,16
2013,2020-09-12,11.5
2013,2020-09-13,16
2013,2020-09-14,45
2013,2020-09-15,10
2013,2020-09-16,7.5
2013,2020-09-17,5
2013,2020-09-18,13.5
2013,2020-09-19,6
2013,2020-09-20,14.5
2013,2020-09-21,9
2013,2020-09-22,24
2013,2020-09-23,8.5
2013,2020-09-24,3.5
2013,2020-09-25,25
2013,2020-09-26,2
2013,2020-09-27,5.5
2013,2020-09-28,12
2013,2020-09-29,5.5
2013,2020-09-30,18.5
2013,2020-10-01,1.5
2013,2020-10-02,0
2013,2020-10-03,1
2013,2020-10-04,4.5
2013,2020-10-05,1
2013,2020-10-06,0
2013,2020-10-07,9.5
2013,2020-10-08,21.5
2013,2020-10-09,13
2013,2020-10-10,24.5
2013,2020-10-11,5
2013,2020-10-12,2.5
2013,2020-10-13,0.5
2013,2020-10-14,10
2013,2020-10-15,1
2013,2020-10-16,8
2013,2020-10-17,5
2013,2020-10-18,5.5
2013,2020-10-19,2.5
2013,2020-10-20,3
2013,2020-10-21,5
2013,2020-10-22,4
2013,2020-10-23,7.5
2013,2020-10-24,2.5
2013,2020-10-25,4
2013,2020-10-27,4.5
2013,2020-10-28,11.5
2013,2020-10-29,7.5
2013,2020-10-30,15
2013,2020-10-31,7.5
2013,2020-11-01,1.5
2013,2020-11-02,19
2013,2020-11-03,4.5
2013,2020-11-04,12.5
2013,2020-11-05,6
2013,2020-11-06,13.5
2013,2020-11-07,10.5
2013,2020-11-08,13.5
2013,2020-11-09,23
2013,2020-11-10,9.5
2013,2020-11-11,4.5
2013,2020-11-12,6.5
2013,2020-11-13,2
2013,2020-11-14,4
2013,2020-11-15,0
2013,2020-11-16,5.5
2013,2020-11-17,11
2013,2020-11-18,2
2013,2020-11-19,7
2013,2020-11-20,1
2013,2020-11-21,1.5
2013,2020-11-22,2
2013,2020-11-23,15.5
2013,2020-11-24,12.5
2013,2020-11-25,12.5
2013,2020-11-26,15
2013,2020-11-27,6
2013,2020-11-28,4.5
2013,2020-11-29,1
2013,2020-11-30,4.5
2013,2020-12-01,6
2013,2020-12-02,3.5
2013,2020-12-03,1.5
2013,2020-12-04,1
2013,2020-12-05,24.5
2013,2020-12-06,27
2013,2020-12-07,4
2013,2020-12-08,1.5
2013,2020-12-09,1.5
2013,2020-12-10,4.5
2013,2020-12-11,1
2013,2020-12-12,12
2013,2020-12-13,35
2013,2020-12-14,7
2013,2020-12-15,1
