mY,Ligne new,Loc_map,Montee_Weekday_vac,Descente_Weekday_vac
2019/11,30,Konz,5640,7770
2019/11,30,Luxembourg,45450,53430
2019/11,30,Manternach,900,720
2019/11,30,Mertert,390,570
2019/11,30,Munsbach,2550,1740
2019/11,30,Oetrange,870,720
2019/11,30,Roodt-sur-Syre,1020,1170
2019/11,30,Contern,7320,10020
2019/11,30,Trier,24720,12840
2019/11,30,Trier,8190,9600
2019/11,30,Wasserbillig,16710,16860
2019/11,30,Wecker,2250,1710
2019/11,60,Belval,1350,6960
2019/11,60,Belval,1530,1350
2019/11,60,Belval,17880,15030
2019/11,60,Belvaux,1170,3330
2019/11,60,Berchem,4350,4530
2019/11,60,Bettembourg,11730,14130
2019/11,30,Betzdorf,1680,1920
2019/11,30,Cents-Hamm,1500,1350
2019/11,60,Differdange,8730,8010
2019/11,60,Esch-sur-Alzette,24300,24240
2019/11,60,Howald,2160,2760
2019/11,60,Luxembourg,55530,44970
2019/11,30,Manternach,1410,1560
2019/11,30,Mertert,1800,1800
2019/11,30,Munsbach,2370,3900
2019/11,60,Niederkorn,4020,2760
2019/11,60,Noertzange,1200,2130
2019/11,60,Oberkorn,4530,2760
2019/11,30,Oetrange,2370,2220
2019/11,60,Pétange,6810,8790
2019/11,30,Roodt-sur-Syre,3540,3480
2019/11,30,Contern,3480,3210
2019/11,60,Schifflange,6750,7110
2019/11,30,Wasserbillig,3420,4800
2019/11,30,Wecker,3810,4320
2019/11,50,Arlon,95610,86580
2019/11,50,Bertrange,8430,9960
2019/11,50,Capellen,6270,5880
2019/11,50,Kleinbettingen,10830,13620
2019/11,50,Luxembourg,150720,149100
2019/11,50,Mamer,9960,11550
2019/11,50,Mamer,7170,10290
2019/11,60,Audun-le-Tiche,12570,12450
2019/11,60,Belval,3510,2460
2019/11,60,Belval,2310,2190
2019/11,60,Belval,46140,42840
2019/11,60,Belvaux,2280,1740
2019/11,60,Berchem,6690,7920
2019/11,60,Bettembourg,68670,68670
2019/11,60,Differdange,28530,28980
2019/11,60,Dudelange,6660,5160
2019/11,60,Dudelange,8250,7860
2019/11,60,Dudelange,3690,3540
2019/11,60,Dudelange,16860,13620
2019/11,60,Esch-sur-Alzette,96390,86610
2019/11,60,Howald,6360,6750
2019/11,60,Kayl,450,300
2019/11,60,Lamadelaine,3240,7920
2019/11,60,Luxembourg,144180,149610
2019/11,60,Niederkorn,4530,4470
2019/11,60,Noertzange,8460,7980
2019/11,60,Oberkorn,5910,5370
2019/11,60,Pétange,14580,24450
2019/11,60,Rodange,9060,12000
2019/11,60,Rumelange,600,1260
2019/11,60,Schifflange,24180,18000
2019/11,60,Tétange,420,300
2019/11,60,Volmerange-les-Mines,2490,4590
2019/11,70,Athus,25860,21060
2019/11,70,Bascharage,20730,27750
2019/11,70,Dippach,10710,12300
2019/11,70,Hollerich,10020,11370
2019/11,70,Lamadelaine,8550,6600
2019/11,70,Leudelange,2670,5130
2019/11,70,Longwy,8550,1140
2019/11,70,Luxembourg,122700,111240
2019/11,70,Pétange,34560,39720
2019/11,70,Rodange,41850,47730
2019/11,70,Schouweiler,3060,5220
2019/11,70,Bascharage,9990,8910
2019/11,70,Dippach,4590,2640
2019/11,10,Dommeldange,2070,4080
2019/11,70,Hollerich,4080,9330
2019/11,70,Longwy,18030,11160
2019/11,70,Luxembourg,36720,43650
2019/11,70,Pétange,15660,9450
2019/11,10,Pfaffenthal-Kirchberg,8130,12000
2019/11,70,Rodange,16860,14910
2019/11,90,Bettembourg,49020,51600
2019/11,90,Hettange-Grande,25380,25260
2019/11,90,Howald,8610,12570
2019/11,90,Luxembourg,257700,303450
2019/11,90,Thionville,121920,127680
2019/12,10,Clervaux,7894,8530
2019/12,10,Colmar-Berg,5630,5339
2019/12,10,Cruchten,3820,3081
2019/12,10,Diekirch,21200,21406
2019/12,10,Dommeldange,14316,12669
2019/12,10,Drauffelt,1658,2979
2019/12,10,Ettelbruck,51882,64993
2019/12,10,Goebelsmühle,73,358
2019/12,10,Gouvy,2448,681
2019/12,10,Heisdorf,6339,6375
2019/12,10,Kautenbach,24309,29711
2019/12,10,Lintgen,10410,7811
2019/12,10,Lorentzweiler,9832,10085
2019/12,10,Luxembourg,158662,129084
2019/12,10,Merkholtz,0,1317
2019/12,10,Mersch,56874,59344
2019/12,10,Michelau,1071,1809
2019/12,10,Wiltz,341,99
2019/12,10,Pfaffenthal-Kirchberg,46759,58640
2019/12,10,Schieren,5540,5312
2019/12,10,Troisvierges,7320,11185
2019/12,10,Walferdange,13435,10964
2019/12,10,Wiltz,19461,14790
2019/12,10,Wilwerwiltz,2106,2638
2019/12,16,Belval,1120,910
2019/12,16,Belval,1226,926
2019/12,16,Belval,38902,40775
2019/12,16,Belvaux,1345,807
2019/12,16,Berchem,4382,5030
2019/12,16,Bettembourg,38185,31194
2019/12,16,Clervaux,8796,10399
2019/12,16,Differdange,24541,24310
2019/12,16,Dommeldange,5039,8558
2019/12,16,Drauffelt,2431,2055
2019/12,16,Esch-sur-Alzette,67358,65855
2019/12,16,Ettelbruck,38284,33196
2019/12,16,Goebelsmühle,2258,1813
2019/12,10,Gouvy,210,439
2019/12,16,Howald,4603,8831
2019/12,16,Kautenbach,10140,9306
2019/12,16,Lamadelaine,5732,2075
2019/12,16,Luxembourg,152281,159751
2019/12,16,Mersch,24183,23570
2019/12,16,Michelau,434,171
2019/12,16,Niederkorn,2852,2054
2019/12,16,Noertzange,7194,7095
2019/12,16,Oberkorn,3736,3227
2019/12,16,Pétange,13970,17328
2019/12,16,Pfaffenthal-Kirchberg,24831,27099
2019/12,16,Rodange,5772,9250
2019/12,16,Schifflange,20585,15523
2019/12,16,Troisvierges,10272,9259
2019/12,16,Walferdange,5341,6693
2019/12,16,Wilwerwiltz,2874,2466
2019/12,30,Betzdorf,1585,1731
2019/12,30,Cents-Hamm,1165,1101
2019/12,30,Igel,1975,2498
2019/12,30,Konz,5830,8319
2019/12,30,Luxembourg,59270,61969
2019/12,30,Manternach,1770,1530
2019/12,30,Mertert,1245,1317
2019/12,30,Munsbach,3556,3129
2019/12,30,Oetrange,1843,2010
2019/12,30,Roodt-sur-Syre,3233,2943
2019/12,30,Contern,10618,11608
2019/12,30,Trier,22577,14726
2019/12,30,Trier,8310,10250
2019/12,30,Wasserbillig,19175,18286
2019/12,30,Wecker,4220,3480
2019/12,60,Belval,700,3234
2019/12,60,Belval,658,728
2019/12,60,Belval,8442,7056
2019/12,60,Belvaux,770,1624
2019/12,60,Berchem,1596,2184
2019/12,60,Bettembourg,6328,6776
2019/12,30,Betzdorf,840,952
2019/12,30,Cents-Hamm,798,798
2019/12,60,Differdange,3276,4102
2019/12,60,Esch-sur-Alzette,11634,10598
2019/12,60,Howald,1092,1512
2019/12,60,Luxembourg,26838,22918
2019/12,30,Manternach,644,700
2019/12,30,Mertert,756,840
2019/12,30,Munsbach,1218,1876
2019/12,60,Niederkorn,1932,1400
2019/12,60,Noertzange,868,1008
2019/12,60,Oberkorn,2086,1316
2019/12,30,Oetrange,1176,1036
2019/12,60,Pétange,3332,4004
2019/12,30,Roodt-sur-Syre,1722,1610
2019/12,30,Contern,1750,1512
2019/12,60,Schifflange,3696,3458
2019/12,30,Wasserbillig,1568,2282
2019/12,30,Wecker,1820,2016
2019/12,50,Arlon,70650,64872
2019/12,50,Bertrange,8714,9073
2019/12,50,Capellen,5605,5138
2019/12,10,Clervaux,1143,11
2019/12,10,Dommeldange,204,1547
2019/12,10,Drauffelt,604,0
2019/12,10,Ettelbruck,2293,859
2019/12,10,Gouvy,294,0
2019/12,10,Kautenbach,2102,0
2019/12,50,Kleinbettingen,10284,12985
2019/12,50,Luxembourg,106211,115641
2019/12,50,Mamer,9937,10543
2019/12,50,Mamer,7017,6402
2019/12,10,Mersch,2071,498
2019/12,10,Michelau,634,0
2019/12,10,Pfaffenthal-Kirchberg,68,2153
2019/12,10,Troisvierges,1858,6
2019/12,10,Wilwerwiltz,588,0
2019/12,60,Audun-le-Tiche,11306,10906
2019/12,60,Belval,1758,1225
2019/12,60,Belval,1248,1380
2019/12,60,Belval,31609,29329
2019/12,60,Belvaux,1103,1172
2019/12,60,Berchem,3424,4550
2019/12,60,Bettembourg,57522,61175
2019/12,60,Differdange,22042,23334
2019/12,60,Dudelange,5863,5407
2019/12,60,Dudelange,8495,7871
2019/12,60,Dudelange,3670,3561
2019/12,60,Dudelange,16121,13536
2019/12,60,Esch-sur-Alzette,69524,70866
2019/12,60,Howald,5172,5403
2019/12,60,Kayl,338,255
2019/12,60,Lamadelaine,2340,3752
2019/12,60,Luxembourg,119638,107053
2019/12,60,Niederkorn,2442,3127
2019/12,60,Noertzange,5498,6265
2019/12,60,Oberkorn,3111,3947
2019/12,60,Pétange,12669,15655
2019/12,60,Rodange,8663,15857
2019/12,60,Rumelange,549,1005
2019/12,60,Schifflange,16711,15652
2019/12,60,Tétange,368,211
2019/12,60,Volmerange-les-Mines,5125,3835
2019/12,70,Athus,26080,18177
2019/12,70,Bascharage,22252,29648
2019/12,70,Dippach,10687,11954
2019/12,70,Hollerich,12615,15040
2019/12,70,Lamadelaine,7545,7109
2019/12,70,Leudelange,2596,4663
2019/12,70,Longwy,11784,6496
2019/12,70,Luxembourg,123617,117902
2019/12,70,Pétange,35604,39127
2019/12,70,Rodange,44989,46557
2019/12,70,Schouweiler,2505,3817
2019/12,70,Bascharage,4690,4564
2019/12,70,Dippach,2142,1624
2019/12,10,Dommeldange,966,1974
2019/12,70,Hollerich,2310,4424
2019/12,70,Longwy,8428,6258
2019/12,70,Luxembourg,20006,20482
2019/12,70,Pétange,7364,4900
2019/12,10,Pfaffenthal-Kirchberg,3710,5726
2019/12,70,Rodange,8120,7784
2019/12,90,Bettembourg,50450,48010
2019/12,90,Hettange-Grande,24345,25634
2019/12,90,Howald,7385,13655
2019/12,90,Luxembourg,248957,286487
2019/12,90,Thionville,139344,111848
2020/01,10,Clervaux,6674,7739
2020/01,10,Colmar-Berg,5613,5346
2020/01,10,Cruchten,3338,2932
2020/01,10,Diekirch,22312,22704
2020/01,10,Dommeldange,15861,14459
2020/01,10,Drauffelt,1196,2945
2020/01,10,Ettelbruck,51026,63907
2020/01,10,Goebelsmühle,15,62
2020/01,10,Gouvy,2500,537
2020/01,10,Heisdorf,6346,7035
2020/01,10,Kautenbach,23722,27379
2020/01,10,Lintgen,10572,8889
2020/01,10,Lorentzweiler,10014,10763
2020/01,10,Luxembourg,163161,125473
2020/01,10,Merkholtz,5,1647
2020/01,10,Mersch,58864,59776
2020/01,10,Michelau,968,1823
2020/01,10,Wiltz,155,50
2020/01,10,Pfaffenthal-Kirchberg,48957,64838
2020/01,10,Schieren,5807,5631
2020/01,10,Troisvierges,6144,11453
2020/01,10,Walferdange,13766,10803
2020/01,10,Wiltz,18531,16146
2020/01,10,Wilwerwiltz,1222,2462
2020/01,16,Belval,387,412
2020/01,16,Belval,1451,885
2020/01,16,Belval,34988,42128
2020/01,16,Belvaux,1305,579
2020/01,16,Berchem,4683,5150
2020/01,16,Bettembourg,39572,30196
2020/01,16,Clervaux,7628,10645
2020/01,16,Differdange,25382,24631
2020/01,16,Dommeldange,5993,8784
2020/01,16,Drauffelt,2009,2227
2020/01,16,Esch-sur-Alzette,63038,62920
2020/01,16,Ettelbruck,39067,34693
2020/01,16,Goebelsmühle,1826,1598
2020/01,10,Gouvy,0,411
2020/01,16,Howald,3959,7730
2020/01,16,Kautenbach,8450,9779
2020/01,16,Lamadelaine,5778,2201
2020/01,16,Luxembourg,153307,156987
2020/01,16,Mersch,25192,25213
2020/01,16,Michelau,0,249
2020/01,16,Niederkorn,2722,1306
2020/01,16,Noertzange,5883,5207
2020/01,16,Oberkorn,3209,2478
2020/01,16,Pétange,13830,17680
2020/01,16,Pfaffenthal-Kirchberg,26989,26608
2020/01,16,Rodange,6368,9358
2020/01,16,Schifflange,21465,14845
2020/01,16,Troisvierges,9569,9907
2020/01,16,Walferdange,6238,7258
2020/01,16,Wilwerwiltz,2478,2670
2020/01,30,Betzdorf,2423,2919
2020/01,30,Cents-Hamm,2058,2117
2020/01,30,Igel,1945,2946
2020/01,30,Konz,6170,9359
2020/01,30,Luxembourg,74400,71160
2020/01,30,Manternach,2962,2588
2020/01,30,Mertert,2275,2288
2020/01,30,Munsbach,5130,5163
2020/01,30,Oetrange,3027,3743
2020/01,30,Roodt-sur-Syre,5171,5450
2020/01,30,Contern,13348,16454
2020/01,30,Trier,20783,18026
2020/01,30,Trier,10298,10064
2020/01,30,Wasserbillig,21278,20998
2020/01,30,Wecker,6447,6167
2020/01,50,Arlon,69893,68189
2020/01,50,Bertrange,9415,8925
2020/01,50,Capellen,6197,5635
2020/01,10,Clervaux,1932,439
2020/01,10,Dommeldange,0,0
2020/01,10,Drauffelt,1291,0
2020/01,10,Ettelbruck,4022,686
2020/01,10,Gouvy,855,0
2020/01,10,Kautenbach,2726,0
2020/01,50,Kleinbettingen,10742,14335
2020/01,50,Luxembourg,111182,124253
2020/01,50,Mamer,10312,11801
2020/01,50,Mamer,8456,6436
2020/01,10,Mersch,4626,731
2020/01,10,Michelau,351,0
2020/01,10,Pfaffenthal-Kirchberg,31,5671
2020/01,10,Troisvierges,2622,26
2020/01,10,Wilwerwiltz,1493,0
2020/01,60,Audun-le-Tiche,12367,12038
2020/01,60,Belval,3194,2012
2020/01,60,Belval,1864,2238
2020/01,60,Belval,39634,39088
2020/01,60,Belvaux,1943,1896
2020/01,60,Berchem,5372,7045
2020/01,60,Bettembourg,69528,66831
2020/01,60,Differdange,27876,30390
2020/01,60,Dudelange,6370,6044
2020/01,60,Dudelange,8228,8197
2020/01,60,Dudelange,4091,4551
2020/01,60,Dudelange,16065,15005
2020/01,60,Esch-sur-Alzette,88534,87888
2020/01,60,Howald,6092,7925
2020/01,60,Kayl,415,285
2020/01,60,Lamadelaine,2491,7680
2020/01,60,Luxembourg,146274,136643
2020/01,60,Niederkorn,3841,5183
2020/01,60,Noertzange,8901,8586
2020/01,60,Oberkorn,5325,5646
2020/01,60,Pétange,17579,19753
2020/01,60,Rodange,9311,12184
2020/01,60,Rumelange,575,1167
2020/01,60,Schifflange,20564,18643
2020/01,60,Tétange,404,265
2020/01,60,Volmerange-les-Mines,4087,3768
2020/01,70,Athus,28193,21524
2020/01,70,Bascharage,28252,36628
2020/01,70,Dippach,15912,15212
2020/01,70,Hollerich,16191,18017
2020/01,70,Lamadelaine,9314,7791
2020/01,70,Leudelange,2425,4540
2020/01,70,Longwy,17622,19292
2020/01,70,Luxembourg,157341,135308
2020/01,70,Pétange,43503,49896
2020/01,70,Rodange,51345,60411
2020/01,70,Schouweiler,2672,4241
2020/01,90,Bettembourg,51441,49897
2020/01,90,Hettange-Grande,25572,25830
2020/01,90,Howald,8216,14315
2020/01,90,Luxembourg,255131,302325
2020/01,90,Thionville,139698,118755
2020/02,10,Clervaux,5885,7538
2020/02,10,Colmar-Berg,4962,4799
2020/02,10,Cruchten,3099,2726
2020/02,10,Diekirch,20601,19785
2020/02,10,Dommeldange,14324,12572
2020/02,10,Drauffelt,1150,2468
2020/02,10,Ettelbruck,45572,55786
2020/02,10,Goebelsmühle,9,58
2020/02,10,Gouvy,2770,384
2020/02,10,Heisdorf,5623,5995
2020/02,10,Kautenbach,17858,22118
2020/02,10,Lintgen,9682,8060
2020/02,10,Lorentzweiler,8753,9455
2020/02,10,Luxembourg,144090,113873
2020/02,10,Merkholtz,0,1258
2020/02,10,Mersch,50680,53901
2020/02,10,Michelau,873,1835
2020/02,10,Wiltz,0,81
2020/02,10,Pfaffenthal-Kirchberg,46017,56661
2020/02,10,Schieren,5048,5127
2020/02,10,Troisvierges,5631,10120
2020/02,10,Walferdange,11746,10062
2020/02,10,Wiltz,14458,11124
2020/02,10,Wilwerwiltz,1176,2353
2020/02,16,Belval,379,424
2020/02,16,Belval,676,496
2020/02,16,Belval,33020,34987
2020/02,16,Belvaux,603,232
2020/02,16,Berchem,3156,1667
2020/02,16,Bettembourg,33522,30665
2020/02,16,Clervaux,6515,10082
2020/02,16,Differdange,22519,21150
2020/02,16,Dommeldange,7770,10133
2020/02,16,Drauffelt,1749,1706
2020/02,16,Esch-sur-Alzette,56163,54856
2020/02,16,Ettelbruck,34355,29681
2020/02,16,Goebelsmühle,1435,1262
2020/02,10,Gouvy,0,445
2020/02,16,Howald,3996,6536
2020/02,16,Kautenbach,7137,7960
2020/02,16,Lamadelaine,4476,2149
2020/02,16,Luxembourg,138425,128044
2020/02,16,Mersch,21973,22712
2020/02,16,Michelau,0,207
2020/02,16,Niederkorn,2493,1601
2020/02,16,Noertzange,3893,4389
2020/02,16,Oberkorn,1884,2664
2020/02,16,Pétange,11599,17777
2020/02,16,Pfaffenthal-Kirchberg,26760,31569
2020/02,16,Rodange,6136,8173
2020/02,16,Schifflange,15887,12631
2020/02,16,Troisvierges,8109,9317
2020/02,16,Walferdange,5672,6685
2020/02,16,Wilwerwiltz,2121,2339
2020/02,30,Betzdorf,2301,2664
2020/02,30,Cents-Hamm,1762,2334
2020/02,30,Igel,2528,2996
2020/02,30,Konz,6424,8862
2020/02,30,Luxembourg,69004,66126
2020/02,30,Manternach,2907,2503
2020/02,30,Mertert,2105,2398
2020/02,30,Munsbach,4774,4860
2020/02,30,Oetrange,3086,3286
2020/02,30,Roodt-sur-Syre,5131,4862
2020/02,30,Contern,12571,16307
2020/02,30,Trier,21473,16671
2020/02,30,Trier,10286,9236
2020/02,30,Wasserbillig,19266,18747
2020/02,30,Wecker,5764,6083
2020/02,50,Arlon,66301,68825
2020/02,50,Bertrange,8577,8185
2020/02,50,Capellen,5677,5366
2020/02,50,Kleinbettingen,10114,12746
2020/02,50,Luxembourg,108721,102353
2020/02,50,Mamer,8861,10465
2020/02,50,Mamer,6558,5251
2020/02,60,Audun-le-Tiche,11226,10622
2020/02,60,Belval,2629,1611
2020/02,60,Belval,1515,1804
2020/02,60,Belval,36370,37627
2020/02,60,Belvaux,1764,1747
2020/02,60,Berchem,5187,6530
2020/02,60,Bettembourg,64290,62026
2020/02,60,Differdange,25389,27561
2020/02,60,Dudelange,5773,5689
2020/02,60,Dudelange,7845,7435
2020/02,60,Dudelange,3855,4266
2020/02,60,Dudelange,14594,13681
2020/02,60,Esch-sur-Alzette,81226,80582
2020/02,60,Howald,5517,7932
2020/02,60,Kayl,363,203
2020/02,60,Lamadelaine,2177,6263
2020/02,60,Luxembourg,134771,125920
2020/02,60,Niederkorn,3412,4734
2020/02,60,Noertzange,9076,8242
2020/02,60,Oberkorn,4848,4991
2020/02,60,Pétange,15942,17314
2020/02,60,Rodange,8089,11311
2020/02,60,Rumelange,562,1283
2020/02,60,Schifflange,18642,17504
2020/02,60,Tétange,352,307
2020/02,60,Volmerange-les-Mines,4863,3112
2020/02,70,Athus,25950,19301
2020/02,70,Bascharage,25411,31545
2020/02,70,Dippach,13039,12690
2020/02,70,Hollerich,14703,18320
2020/02,70,Lamadelaine,7950,6722
2020/02,70,Leudelange,2096,4114
2020/02,70,Longwy,15621,18987
2020/02,70,Luxembourg,140616,126987
2020/02,70,Pétange,40680,42180
2020/02,70,Rodange,48838,52706
2020/02,70,Schouweiler,2176,3528
2020/02,90,Bettembourg,48115,46329
2020/02,90,Hettange-Grande,22715,25086
2020/02,90,Howald,7442,13729
2020/02,90,Luxembourg,251362,270183
2020/02,90,Thionville,141213,131144
2020/03,10,Clervaux,4150,5017
2020/03,10,Colmar-Berg,3249,2995
2020/03,10,Cruchten,1759,1462
2020/03,10,Diekirch,13472,12994
2020/03,10,Dommeldange,10802,8734
2020/03,10,Drauffelt,1113,1211
2020/03,10,Ettelbruck,31355,35161
2020/03,10,Goebelsmühle,0,32
2020/03,10,Gouvy,1827,203
2020/03,10,Heisdorf,3803,4204
2020/03,10,Kautenbach,11660,13508
2020/03,10,Lintgen,6248,4946
2020/03,10,Lorentzweiler,5642,6122
2020/03,10,Luxembourg,90745,81953
2020/03,10,Merkholtz,0,1058
2020/03,10,Mersch,36342,34490
2020/03,10,Michelau,779,969
2020/03,10,Wiltz,0,0
2020/03,10,Pfaffenthal-Kirchberg,29992,40228
2020/03,10,Schieren,3343,3113
2020/03,10,Troisvierges,6237,6798
2020/03,10,Walferdange,7867,6183
2020/03,10,Wiltz,9491,6716
2020/03,10,Wilwerwiltz,968,1297
2020/03,16,Belval,229,257
2020/03,16,Belval,934,303
2020/03,16,Belval,24822,23675
2020/03,16,Belvaux,599,172
2020/03,16,Berchem,2362,1417
2020/03,16,Bettembourg,21769,19658
2020/03,16,Clervaux,3734,6761
2020/03,16,Differdange,14443,13927
2020/03,16,Dommeldange,5155,7979
2020/03,16,Drauffelt,678,1023
2020/03,16,Esch-sur-Alzette,37440,35232
2020/03,16,Ettelbruck,22034,18282
2020/03,16,Goebelsmühle,698,823
2020/03,10,Gouvy,0,185
2020/03,16,Howald,2299,4778
2020/03,16,Kautenbach,4253,5141
2020/03,16,Lamadelaine,3288,1301
2020/03,16,Luxembourg,89931,85790
2020/03,16,Mersch,14124,14040
2020/03,16,Michelau,0,135
2020/03,16,Niederkorn,1797,1343
2020/03,16,Noertzange,2793,2696
2020/03,16,Oberkorn,1721,1533
2020/03,16,Pétange,7963,11595
2020/03,16,Pfaffenthal-Kirchberg,16466,20635
2020/03,16,Rodange,3897,5238
2020/03,16,Schifflange,10782,7956
2020/03,16,Troisvierges,4146,5728
2020/03,16,Walferdange,3922,4435
2020/03,16,Wilwerwiltz,1339,1580
2020/03,30,Betzdorf,1537,1567
2020/03,30,Cents-Hamm,1098,1677
2020/03,30,Igel,1766,1528
2020/03,30,Konz,3943,5164
2020/03,30,Luxembourg,42222,43372
2020/03,30,Manternach,1833,1510
2020/03,30,Mertert,1310,1230
2020/03,30,Munsbach,3414,3056
2020/03,30,Oetrange,2107,2208
2020/03,30,Roodt-sur-Syre,3218,3191
2020/03,30,Contern,7619,11567
2020/03,30,Trier,14119,10360
2020/03,30,Trier,6703,5478
2020/03,30,Wasserbillig,11646,11631
2020/03,30,Wecker,3698,3736
2020/03,50,Arlon,39845,43982
2020/03,50,Bertrange,5468,5184
2020/03,50,Capellen,3590,3234
2020/03,50,Kleinbettingen,6432,8433
2020/03,50,Luxembourg,68407,64230
2020/03,50,Mamer,5703,6774
2020/03,50,Mamer,5442,4405
2020/03,60,Audun-le-Tiche,7765,7050
2020/03,60,Belval,2130,1214
2020/03,60,Belval,1158,1218
2020/03,60,Belval,24022,23823
2020/03,60,Belvaux,1217,1103
2020/03,60,Berchem,3242,4116
2020/03,60,Bettembourg,40895,39097
2020/03,60,Differdange,17236,18158
2020/03,60,Dudelange,4067,3403
2020/03,60,Dudelange,4915,4290
2020/03,60,Dudelange,2313,2528
2020/03,60,Dudelange,9607,8136
2020/03,60,Esch-sur-Alzette,54117,51273
2020/03,60,Howald,3539,4389
2020/03,60,Kayl,225,105
2020/03,60,Lamadelaine,1480,4656
2020/03,60,Luxembourg,81044,84154
2020/03,60,Niederkorn,2448,3169
2020/03,60,Noertzange,4980,4342
2020/03,60,Oberkorn,3206,3261
2020/03,60,Pétange,10607,10765
2020/03,60,Rodange,5525,6557
2020/03,60,Rumelange,300,780
2020/03,60,Schifflange,12138,10228
2020/03,60,Tétange,210,210
2020/03,60,Volmerange-les-Mines,1761,2137
2020/03,70,Athus,18199,12629
2020/03,70,Bascharage,15616,20142
2020/03,70,Dippach,7629,7705
2020/03,70,Hollerich,8145,12372
2020/03,70,Lamadelaine,5564,4085
2020/03,70,Leudelange,3165,4107
2020/03,70,Longwy,10970,11005
2020/03,70,Luxembourg,89098,80266
2020/03,70,Pétange,25883,27183
2020/03,70,Rodange,29646,33607
2020/03,70,Schouweiler,1590,2404
2020/03,90,Bettembourg,27428,25981
2020/03,90,Hettange-Grande,14423,15416
2020/03,90,Howald,4473,7797
2020/03,90,Luxembourg,141088,168595
2020/03,90,Thionville,82440,75947
2020/04,10,Clervaux,392,264
2020/04,10,Colmar-Berg,434,254
2020/04,10,Cruchten,153,217
2020/04,10,Diekirch,2342,1022
2020/04,10,Dommeldange,1178,647
2020/04,10,Drauffelt,141,100
2020/04,10,Ettelbruck,3930,2653
2020/04,10,Goebelsmühle,0,0
2020/04,10,Gouvy,2994,1278
2020/04,10,Heisdorf,441,346
2020/04,10,Kautenbach,400,153
2020/04,10,Lintgen,861,440
2020/04,10,Lorentzweiler,727,452
2020/04,10,Luxembourg,5619,12004
2020/04,10,Merkholtz,0,0
2020/04,10,Mersch,4032,2397
2020/04,10,Michelau,105,61
2020/04,10,Wiltz,0,0
2020/04,10,Pfaffenthal-Kirchberg,2309,3933
2020/04,10,Schieren,449,284
2020/04,10,Troisvierges,1709,1990
2020/04,10,Walferdange,840,433
2020/04,10,Wiltz,0,0
2020/04,10,Wilwerwiltz,130,58
2020/04,16,Belval,80,66
2020/04,16,Belval,506,271
2020/04,16,Belval,5467,3243
2020/04,16,Belvaux,370,74
2020/04,16,Berchem,1275,669
2020/04,16,Bettembourg,4149,4057
2020/04,16,Clervaux,0,14
2020/04,16,Differdange,3128,1950
2020/04,16,Dommeldange,598,1489
2020/04,16,Drauffelt,0,0
2020/04,16,Esch-sur-Alzette,9191,4841
2020/04,16,Ettelbruck,28,128
2020/04,16,Goebelsmühle,0,0
2020/04,10,Gouvy,0,160
2020/04,16,Howald,203,983
2020/04,16,Kautenbach,0,28
2020/04,16,Lamadelaine,0,0
2020/04,16,Luxembourg,10319,15799
2020/04,16,Mersch,14,120
2020/04,16,Michelau,0,14
2020/04,16,Niederkorn,1131,543
2020/04,16,Noertzange,465,273
2020/04,16,Oberkorn,831,831
2020/04,16,Pétange,1527,2236
2020/04,16,Pfaffenthal-Kirchberg,686,2679
2020/04,16,Rodange,0,0
2020/04,16,Schifflange,1987,1431
2020/04,16,Troisvierges,0,42
2020/04,16,Walferdange,0,0
2020/04,16,Wilwerwiltz,0,14
2020/04,30,Betzdorf,244,72
2020/04,30,Cents-Hamm,58,206
2020/04,30,Igel,50,48
2020/04,30,Konz,192,258
2020/04,30,Luxembourg,4473,6404
2020/04,30,Manternach,147,53
2020/04,30,Mertert,128,40
2020/04,30,Munsbach,345,136
2020/04,30,Oetrange,198,179
2020/04,30,Roodt-sur-Syre,230,198
2020/04,30,Contern,761,693
2020/04,30,Trier,1743,1756
2020/04,30,Trier,359,277
2020/04,30,Wasserbillig,2859,1730
2020/04,30,Wecker,342,181
2020/04,50,Arlon,2745,3981
2020/04,50,Bertrange,666,288
2020/04,50,Capellen,358,181
2020/04,50,Kleinbettingen,695,679
2020/04,50,Luxembourg,5396,5230
2020/04,50,Mamer,646,399
2020/04,50,Mamer,330,78
2020/04,60,Audun-le-Tiche,2013,2011
2020/04,60,Belval,0,0
2020/04,60,Belval,0,27
2020/04,60,Belval,439,520
2020/04,60,Belvaux,14,46
2020/04,60,Berchem,27,57
2020/04,60,Bettembourg,979,1167
2020/04,60,Differdange,202,336
2020/04,60,Dudelange,60,77
2020/04,60,Dudelange,102,105
2020/04,60,Dudelange,42,44
2020/04,60,Dudelange,231,319
2020/04,60,Esch-sur-Alzette,2686,3281
2020/04,60,Howald,52,11
2020/04,60,Kayl,0,0
2020/04,60,Lamadelaine,16,16
2020/04,60,Luxembourg,2427,591
2020/04,60,Niederkorn,69,171
2020/04,60,Noertzange,0,27
2020/04,60,Oberkorn,98,92
2020/04,60,Pétange,78,317
2020/04,60,Rodange,131,197
2020/04,60,Rumelange,0,0
2020/04,60,Schifflange,127,336
2020/04,60,Tétange,0,0
2020/04,60,Volmerange-les-Mines,39,84
2020/04,70,Athus,3838,1357
2020/04,70,Bascharage,2715,2075
2020/04,70,Dippach,871,790
2020/04,70,Hollerich,598,1521
2020/04,70,Lamadelaine,835,442
2020/04,70,Leudelange,414,527
